"Name","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","down_num","kf_i","lr","max_len","model_name","output_dir","up_num","AUC_Value_dev","AUC_Value_final_dev","AUC_Value_test","Accuracy_dev","Accuracy_final_dev","Accuracy_test","F_measure_dev","F_measure_final_dev","F_measure_test","Precision_dev","Precision_final_dev","Precision_test","Recall_dev","Recall_final_dev","Recall_test","acc_final_dev","acc_test","model_final_dev","model_save_dir","score_final_dev","score_test","tradeoff_final_dev","tradeoff_test"
"unique-sweep-66","1wrbwr4p","finished","-","tabchen","","2022-09-14T04:44:39.000Z","3613","31xks6k8","32","1","0","0.000001","256","en_deberta_large","model/task1/cv5","4","0.8007","0.7812","0.7707","0.8319","0.7976","0.8367","0.2994","0.42","0.2944","0.4747","0.3333","0.4868","0.2186","0.5675","0.211","0.7880084493562213","0.8223482595834285","pred","model/task1/cv5/c22c9a5a-4f34-45e1-959a-db68ab766899/en_deberta_large","1.208008449356221","1.2533482595834284","0.34","0.34"
"worldly-sweep-65","lt9lhzb6","finished","-","tabchen","","2022-09-14T04:43:23.000Z","2640","31xks6k8","32","2","0","0.000005","256","en_deberta_large","model/task1/cv5","6","0.8029","0.8026","0.7879","0.838","0.8004","0.8404","0.0536","0.4281","0.0476","0.6667","0.3398","0.65","0.0279","0.5785","0.0247","0.7909087693206516","0.8215440547030658","pred","model/task1/cv5/b29a0a63-906a-409a-af50-80563fd5e129/en_deberta_large","1.2190087693206515","1.2719440547030658","0.22","0.22"
"pleasant-sweep-64","9hq4i1b2","finished","-","tabchen","","2022-09-14T04:17:04.000Z","3119","31xks6k8","32","2","0","0.000001","256","en_deberta_large","model/task1/cv5","6","0.7939","0.7847","0.7778","0.8296","0.8111","0.8444","0.1186","0.4345","0.1888","0.3947","0.3542","0.596","0.0698","0.562","0.1122","0.8029251061803286","0.827273181593965","pred","model/task1/cv5/0ffad012-a6cc-4d0d-9ef9-b671289071aa/en_deberta_large","1.2374251061803283","1.267573181593965","0.24","0.24"
"restful-sweep-63","lt9lhzb6","finished","-","tabchen","","2022-09-14T04:09:47.000Z","2011","31xks6k8","32","10","0","0.00001","256","en_deberta_v3_large","model/task1/cv5","10","0.7927","0.781","0.7648","0.8358","0.8164","0.8386","0","0.411","0","0","0.3509","0","0","0.4959","0","0.8014085559417429","0.8382199391589069","pred","model/task1/cv5/9bab3da9-d955-49a7-9456-2917dca608b4/en_deberta_v3_large","1.2124085559417428","1.259719939158907","0.21","0.21"
"hearty-sweep-62","1wrbwr4p","finished","-","tabchen","","2022-09-14T04:09:09.000Z","2121","31xks6k8","32","6","0","0.00001","256","en_deberta_large","model/task1/cv5","6","0.7833","0.7787","0.7608","0.8358","0.7851","0.8379","0","0.3984","0","0","0.312","0","0","0.551","0","0.7791615778613092","0.803792324113939","pred","model/task1/cv5/09130577-a6ef-4c3f-9361-22918e70b9a2/en_deberta_large","1.177561577861309","1.234292324113939","0.2","0.2"
"warm-sweep-61","lt9lhzb6","finished","-","tabchen","","2022-09-14T03:34:22.000Z","2121","31xks6k8","32","4","0","0.00002","256","en_deberta_large","model/task1/cv5","4","0.5486","0.5133","0.5056","0.8358","0.8709","0.8386","0","0","0","0","0","0","0","0","0","0.8575060702312525","0.8703580628786693","pred","model/task1/cv5/e0292827-adae-455e-a58f-8db754e180e3/en_deberta_large","0.8575060702312525","0.8703580628786693","0.55","0.55"
"still-sweep-60","1wrbwr4p","finished","-","tabchen","","2022-09-14T03:20:02.000Z","2942","31xks6k8","32","4","0","0.000001","256","en_deberta_v3_large","model/task1/cv5","4","0.7816","0.782","0.7778","0.8312","0.8239","0.8389","0.0264","0.3926","0.0964","0.25","0.354","0.5091","0.014","0.4408","0.0532","0.8098124540238616","0.8231198655063159","pred","model/task1/cv5/8bbdf6b5-a9e4-4d40-bfc1-c002d6cddfe8/en_deberta_v3_large","1.2024124540238617","1.2651198655063158","0.34","0.34"
"sleek-sweep-59","9hq4i1b2","finished","-","tabchen","","2022-09-14T03:16:34.000Z","3624","31xks6k8","32","1","0","0.000001","256","en_deberta_large","model/task1/cv5","10","0.7848","0.7748","0.7872","0.8289","0.8015","0.8382","0.2774","0.4051","0.3235","0.4526","0.3304","0.498","0.2","0.5234","0.2395","0.7958244314255293","0.8437900548468675","pred","model/task1/cv5/419e380c-cc96-4554-8657-5bda8e3d1f7e/en_deberta_large","1.2009244314255292","1.2819900548468677","0.37","0.37"
"electric-sweep-58","lt9lhzb6","finished","-","tabchen","","2022-09-14T02:52:56.000Z","2479","31xks6k8","32","6","0","0.000005","256","en_deberta_v3_large","model/task1/cv5","10","0.7847","0.7951","0.7755","0.8335","0.8211","0.8471","0.155","0.4417","0.2267","0.4651","0.3699","0.6186","0.093","0.5482","0.1388","0.808002838465288","0.8332085673915076","pred","model/task1/cv5/9ce60994-1417-4b11-a5ab-3dcee1da48a5/en_deberta_v3_large","1.249702838465288","1.2711085673915077","0.28","0.28"
"breezy-sweep-57","1wrbwr4p","finished","-","tabchen","","2022-09-14T02:38:40.000Z","2478","31xks6k8","32","10","0","0.00002","256","en_deberta_v3_large","model/task1/cv5","6","0.7739","0.7866","0.7722","0.8365","0.8018","0.8398","0.0531","0.4402","0.0745","0.5455","0.3465","0.5526","0.0279","0.6033","0.0399","0.7884865890359706","0.8186595139566637","pred","model/task1/cv5/3d6507c3-898e-4ba9-a460-00148cf18040/en_deberta_v3_large","1.2286865890359706","1.2656595139566638","0.2","0.2"
"giddy-sweep-56","9hq4i1b2","finished","-","tabchen","","2022-09-14T02:35:12.000Z","2478","31xks6k8","32","1","0","0.000001","256","en_deberta_v3_large","model/task1/cv5","4","0.7751","0.7664","0.7592","0.8358","0.8534","0.8386","0","0.3522","0","0","0.4103","0","0","0.3085","0","0.8376258139113137","0.8440578635715966","pred","model/task1/cv5/d4edfa34-78bb-4d30-92ee-f70fc0ab49bf/en_deberta_v3_large","1.1898258139113138","1.2370578635715963","0.25","0.25"
"scarlet-sweep-55","lt9lhzb6","finished","-","tabchen","","2022-09-14T02:19:18.000Z","2013","31xks6k8","32","1","0","0.00002","256","en_deberta_v3_large","model/task1/cv5","6","0.764","0.7608","0.7463","0.8358","0.8246","0.8386","0","0.3876","0","0","0.3529","0","0","0.4298","0","0.8174213238740897","0.8391439025677678","pred","model/task1/cv5/b3ed67c3-ff6e-4fc7-81f9-1ac7e1f8f61d/en_deberta_v3_large","1.2050213238740897","1.211443902567768","0.2","0.2"
"soft-sweep-54","1wrbwr4p","finished","-","tabchen","","2022-09-14T02:05:09.000Z","2005","31xks6k8","32","1","0","0.00002","256","en_deberta_v3_large","model/task1/cv5","2","0.6816","0.6179","0.643","0.8358","0.8694","0.8386","0","0","0","0","0","0","0","0","0","0.8501537147131791","0.8707252191180302","pred","model/task1/cv5/e0d5d9cd-3a43-4170-81b7-6283a0057564/en_deberta_v3_large","0.8501537147131791","0.8930252191180302","0.13","0.13"
"cool-sweep-53","9hq4i1b2","finished","-","tabchen","","2022-09-14T01:51:24.000Z","2619","31xks6k8","32","4","0","0.000001","256","en_deberta_large","model/task1/cv5","4","0.7993","0.7816","0.7684","0.8365","0.8282","0.8407","0.0183","0.4131","0.0371","0.6667","0.3696","0.7692","0.0093","0.4683","0.019","0.8113883154785599","0.8378134575068522","pred","model/task1/cv5/0ae1cf6c-e2c6-49e6-97bf-fc9b49cac2c9/en_deberta_large","1.22448831547856","1.271313457506852","0.27","0.27"
"solar-sweep-52","lt9lhzb6","finished","-","tabchen","","2022-09-14T01:35:26.000Z","2626","31xks6k8","32","4","0","0.00002","256","en_deberta_large","model/task1/cv5","6","0.7519","0.7452","0.7254","0.8358","0.8107","0.8386","0","0.377","0","0","0.3279","0","0","0.4435","0","0.8017183516471448","0.8330213055459637","pred","model/task1/cv5/a99214c1-feb8-4241-9960-b6f8912fe27f/en_deberta_large","1.178718351647145","1.2029213055459635","0.25","0.25"
"lucky-sweep-51","9hq4i1b2","finished","-","tabchen","","2022-09-14T01:17:45.000Z","2012","31xks6k8","32","4","0","0.000005","256","en_deberta_v3_large","model/task1/cv5","4","0.7508","0.7519","0.7133","0.8358","0.8453","0.8386","0","0.3687","0","0","0.3896","0","0","0.3499","0","0.8288575911898541","0.8402413825402248","pred","model/task1/cv5/4b8053f8-b6df-4134-9859-07a1902f99b2/en_deberta_v3_large","1.1975575911898542","1.2153413825402248","0.19","0.19"
"sunny-sweep-50","1wrbwr4p","finished","-","tabchen","","2022-09-14T01:04:30.000Z","3612","31xks6k8","32","2","0","0.000001","256","en_deberta_large","model/task1/cv5","1","0.7849","0.7431","0.7594","0.8228","0.8609","0.8404","0.2215","0.1837","0.3048","0.3976","0.3793","0.5135","0.1535","0.1212","0.2167","0.8322117083921104","0.7691202759868614","pred","model/task1/cv5/16d7b333-2cc7-4b44-aafe-a0c47244467c/en_deberta_large","1.0159117083921103","1.1827202759868614","0.32","0.32"
"royal-sweep-49","lt9lhzb6","finished","-","tabchen","","2022-09-14T00:51:27.000Z","2631","31xks6k8","32","6","0","0.00002","256","en_deberta_large","model/task1/cv5","4","0.7873","0.7971","0.7758","0.835","0.8307","0.8386","0","0.4478","0.0075","0","0.3868","0.5","0","0.5317","0.0038","0.8141507532249735","0.8308143143014496","pred","model/task1/cv5/ff4d83ee-2ee8-4b6b-a71c-5b47f673c8ed/en_deberta_large","1.2619507532249736","1.2489143143014496","0.35","0.35"
"dazzling-sweep-48","9hq4i1b2","finished","-","tabchen","","2022-09-14T00:36:16.000Z","2481","31xks6k8","32","1","0","0.000005","256","en_deberta_v3_large","model/task1/cv5","4","0.7902","0.7955","0.7817","0.8358","0.7467","0.8386","0","0.4007","0","0","0.2885","0","0","0.6556","0","0.7467124091132712","0.8035209502241707","pred","model/task1/cv5/29edfa2c-645c-44fb-bf61-cce62d16bad6/en_deberta_v3_large","1.1474124091132711","1.2534209502241709","0.23","0.23"
"atomic-sweep-47","1wrbwr4p","finished","-","tabchen","","2022-09-14T00:20:40.000Z","2622","31xks6k8","32","4","0","0.00001","256","en_deberta_large","model/task1/cv5","10","0.5351","0.5303","0.5029","0.8358","0.8709","0.8386","0","0","0","0","0","0","0","0","0","0.8575060702312525","0.8703580628786693","pred","model/task1/cv5/841087b0-946d-4f0a-bc04-fbc9c1008da6/en_deberta_large","0.8575060702312525","0.8703580628786693","0.55","0.55"
"ancient-sweep-46","lt9lhzb6","finished","-","tabchen","","2022-09-14T00:09:59.000Z","2479","31xks6k8","32","10","0","0.00001","256","en_deberta_v3_large","model/task1/cv5","1","0.7953","0.7828","0.7733","0.835","0.8186","0.8395","0","0.4042","0.0151","0","0.3509","0.8","0","0.4766","0.0076","0.804790831196695","0.7738163029540991","pred","model/task1/cv5/1871f627-51de-47c5-a8ae-a508fd803dd0/en_deberta_v3_large","1.208990831196695","1.182816302954099","0.28","0.28"
"brisk-sweep-45","9hq4i1b2","finished","-","tabchen","","2022-09-13T23:52:23.000Z","2625","31xks6k8","32","4","0","0.00001","256","en_deberta_large","model/task1/cv5","10","0.5351","0.5303","0.5029","0.8358","0.8709","0.8386","0","0","0","0","0","0","0","0","0","0.8575060702312525","0.8703580628786693","pred","model/task1/cv5/2410f3be-0ca9-4e72-a0bb-2141b5824e60/en_deberta_large","0.8575060702312525","0.8703580628786693","0.55","0.55"
"expert-sweep-44","1wrbwr4p","finished","-","tabchen","","2022-09-13T23:39:08.000Z","2484","31xks6k8","32","4","0","0.000005","256","en_deberta_v3_large","model/task1/cv5","6","0.7953","0.7973","0.787","0.8365","0.8268","0.8401","0.0446","0.451","0.051","0.5556","0.3817","0.6087","0.0233","0.551","0.0266","0.8100887120973725","0.8346549515346664","pred","model/task1/cv5/0ed62b4f-b8ca-472b-8819-a8beaffce239/en_deberta_v3_large","1.2610887120973726","1.2835549515346665","0.25","0.25"
"resilient-sweep-43","lt9lhzb6","finished","-","tabchen","","2022-09-13T23:26:06.000Z","2627","31xks6k8","32","6","0","0.000005","256","en_deberta_large","model/task1/cv5","2","0.7933","0.7895","0.7782","0.8373","0.7766","0.8444","0.1776","0.4196","0.1991","0.5227","0.3157","0.5888","0.107","0.6253","0.1198","0.7670093591725842","0.8048403927222393","pred","model/task1/cv5/d92469ba-224d-4b11-9020-1a5c888e534b/en_deberta_large","1.186609359172584","1.2694403927222393","0.24","0.24"
"exalted-sweep-42","9hq4i1b2","finished","-","tabchen","","2022-09-13T23:16:56.000Z","2120","31xks6k8","32","6","0","0.00002","256","en_deberta_large","model/task1/cv5","1","0.7586","0.7461","0.7468","0.8358","0.8563","0.8386","0","0.2491","0","0","0.3829","0","0","0.1846","0","0.8345940083747722","0.8129652184121995","pred","model/task1/cv5/9ab3f6cf-5ce0-49d7-978d-0235a9b55917/en_deberta_large","1.083694008374772","1.1675652184121996","0.24","0.24"
"fine-sweep-41","1wrbwr4p","finished","-","tabchen","","2022-09-13T22:55:15.000Z","2627","31xks6k8","32","6","0","0.00001","256","en_deberta_large","model/task1/cv5","10","0.7774","0.7777","0.7582","0.8358","0.7972","0.8386","0","0.4172","0","0","0.3317","0","0","0.562","0","0.7782972199823747","0.8034121176628362","pred","model/task1/cv5/b0e69c64-b5f5-4d32-90a4-dfe65e5badf5/en_deberta_large","1.1954972199823746","1.199212117662836","0.27","0.27"
"lunar-sweep-40","lt9lhzb6","finished","-","tabchen","","2022-09-13T22:42:09.000Z","2631","31xks6k8","32","10","0","0.00001","256","en_deberta_large","model/task1/cv5","10","0.791","0.7931","0.7807","0.8358","0.7535","0.8386","0","0.4277","0","0","0.3054","0","0","0.7135","0","0.7452301580089613","0.7745803958177432","pred","model/task1/cv5/271749c5-c4ac-4627-87d5-19994e8be666/en_deberta_large","1.1729301580089613","1.2295803958177431","0.18","0.18"
"vocal-sweep-39","9hq4i1b2","finished","-","tabchen","","2022-09-13T22:27:37.000Z","2954","31xks6k8","32","10","0","0.000001","256","en_deberta_v3_large","model/task1/cv5","4","0.7853","0.7897","0.7811","0.8335","0.7972","0.8401","0.0917","0.4219","0.1445","0.44","0.3339","0.5301","0.0512","0.573","0.0837","0.7856088236478019","0.7996925290254663","pred","model/task1/cv5/27d03f9c-4424-45a0-bd8f-e0d1fadae7e8/en_deberta_v3_large","1.207508823647802","1.2419925290254663","0.28","0.28"
"dulcet-sweep-38","1wrbwr4p","finished","-","tabchen","","2022-09-13T22:11:27.000Z","2620","31xks6k8","32","4","0","0.00002","256","en_deberta_large","model/task1/cv5","1","0.7743","0.7439","0.7501","0.8358","0.8598","0.8398","0.0529","0.2964","0.0679","0.5","0.4213","0.5588","0.0279","0.2287","0.0361","0.8442387746942621","0.8149497994500308","pred","model/task1/cv5/3c84c639-bbdc-4df3-903a-2eaad5b50f00/en_deberta_large","1.140638774694262","1.1657497994500308","0.34","0.34"
"genial-sweep-37","lt9lhzb6","finished","-","tabchen","","2022-09-13T21:50:15.000Z","3110","31xks6k8","32","4","0","0.000001","256","en_deberta_large","model/task1/cv5","2","0.8051","0.7762","0.7722","0.8373","0.8456","0.8422","0.0699","0.3728","0.1229","0.5714","0.3921","0.6","0.0372","0.3554","0.0684","0.8204737708156118","0.8197122450207956","pred","model/task1/cv5/22a4e23c-d468-453d-aba4-5a1aa276f2ec/en_deberta_large","1.1932737708156118","1.2574122450207956","0.23","0.23"
"rural-sweep-36","9hq4i1b2","finished","-","tabchen","","2022-09-13T21:35:33.000Z","3115","31xks6k8","32","6","0","0.000001","256","en_deberta_large","model/task1/cv5","1","0.7912","0.7543","0.7601","0.835","0.8428","0.8419","0.0847","0.305","0.1459","0.4762","0.3553","0.5714","0.0465","0.2672","0.0837","0.8164727994198029","0.7688051042777378","pred","model/task1/cv5/ae019dce-7373-401f-a59b-cfa1dafa2189/en_deberta_large","1.1214727994198028","1.1899051042777378","0.22","0.22"
"laced-sweep-35","1wrbwr4p","finished","-","tabchen","","2022-09-13T21:29:47.000Z","2492","31xks6k8","32","4","0","0.00001","256","en_deberta_v3_large","model/task1/cv5","10","0.7928","0.808","0.784","0.8365","0.8317","0.8422","0.0855","0.4494","0.1138","0.5263","0.3891","0.6111","0.0465","0.5317","0.0627","0.819765309625996","0.8383860564148071","pred","model/task1/cv5/59175b6e-b894-485d-864f-54a06dc39dff/en_deberta_v3_large","1.269165309625996","1.266286056414807","0.25","0.25"
"dulcet-sweep-34","lt9lhzb6","finished","-","tabchen","","2022-09-13T21:06:31.000Z","2616","31xks6k8","32","6","0","0.00001","256","en_deberta_large","model/task1/cv5","1","0.7784","0.77","0.766","0.835","0.8406","0.8389","0","0.3412","0.0113","0","0.3659","0.6","0","0.3196","0.0057","0.8202922599344965","0.7877580893635772","pred","model/task1/cv5/604e9998-b31c-49ed-8c1a-32bb3104c027/en_deberta_large","1.1614922599344966","1.1949580893635772","0.26","0.26"
"peach-sweep-33","9hq4i1b2","finished","-","tabchen","","2022-09-13T20:54:03.000Z","2484","31xks6k8","32","10","0","0.00002","256","en_deberta_v3_large","model/task1/cv5","4","0.7865","0.7832","0.7693","0.8358","0.7983","0.8386","0","0.405","0","0","0.3271","0","0","0.5317","0","0.7887474482542117","0.8196035713903191","pred","model/task1/cv5/8bde3f09-448a-45d9-a0c9-369bf9462f71/en_deberta_v3_large","1.1937474482542116","1.2419035713903193","0.22","0.22"
"morning-sweep-32","1wrbwr4p","finished","-","tabchen","","2022-09-13T20:37:38.000Z","3120","31xks6k8","32","2","0","0.00001","256","en_deberta_large","model/task1/cv5","10","0.7762","0.7522","0.7528","0.8365","0.8026","0.8425","0.1008","0.3854","0.1604","0.5217","0.3222","0.5765","0.0558","0.4793","0.0932","0.7878079857084804","0.8103998282838378","pred","model/task1/cv5/287f49e0-2890-4723-b692-5bb7802fa6d8/en_deberta_large","1.1732079857084805","1.2344998282838378","0.18","0.18"
"light-sweep-31","lt9lhzb6","finished","-","tabchen","","2022-09-13T20:22:45.000Z","2618","31xks6k8","32","4","0","0.000001","256","en_deberta_large","model/task1/cv5","4","0.7993","0.7816","0.7684","0.8365","0.8282","0.8407","0.0183","0.4131","0.0371","0.6667","0.3696","0.7692","0.0093","0.4683","0.019","0.8113883154785599","0.8378134575068522","pred","model/task1/cv5/20b71592-28d9-449e-a584-8d903ada879e/en_deberta_large","1.22448831547856","1.271313457506852","0.27","0.27"
"mild-sweep-30","9hq4i1b2","finished","-","tabchen","","2022-09-13T20:10:07.000Z","2629","31xks6k8","32","4","0","0.00002","256","en_deberta_large","model/task1/cv5","6","0.7519","0.7452","0.7254","0.8358","0.8107","0.8386","0","0.377","0","0","0.3279","0","0","0.4435","0","0.8017183516471448","0.8330213055459637","pred","model/task1/cv5/4ae82240-ca6c-4547-8554-b6701e53ba23/en_deberta_large","1.178718351647145","1.2029213055459635","0.25","0.25"
"distinctive-sweep-29","1wrbwr4p","finished","-","tabchen","","2022-09-13T19:56:03.000Z","2486","31xks6k8","32","6","0","0.00001","256","en_deberta_v3_large","model/task1/cv5","2","0.7909","0.7938","0.7726","0.8365","0.7848","0.8416","0.0273","0.4265","0.0686","0.6","0.3251","0.6786","0.014","0.6198","0.0361","0.7733743987512334","0.7831378975829625","pred","model/task1/cv5/3ddc8f75-24c5-4f44-8186-00084bd2eec4/en_deberta_v3_large","1.1998743987512333","1.2130378975829623","0.23","0.23"
"sleek-sweep-28","lt9lhzb6","finished","-","tabchen","","2022-09-13T19:48:59.000Z","2019","31xks6k8","32","10","0","0.00001","256","en_deberta_v3_large","model/task1/cv5","6","0.7732","0.7739","0.759","0.8358","0.8058","0.8386","0","0.3933","0","0","0.3296","0","0","0.4876","0","0.7880221276795578","0.8334769426982205","pred","model/task1/cv5/bfa428b5-8036-4a6c-9fce-4a9b1ef00310/en_deberta_v3_large","1.1813221276795578","1.2671769426982205","0.19","0.19"
"toasty-sweep-27","9hq4i1b2","finished","-","tabchen","","2022-09-13T19:28:33.000Z","2485","31xks6k8","32","10","0","0.00001","256","en_deberta_v3_large","model/task1/cv5","1","0.7872","0.7762","0.778","0.8365","0.8442","0.8404","0.0273","0.307","0.0441","0.6","0.3606","0.6667","0.014","0.2672","0.0228","0.8258673563796869","0.8025933154806001","pred","model/task1/cv5/406d7bc4-cb13-4f77-878b-d9cb33697594/en_deberta_v3_large","1.132867356379687","1.2147933154806","0.28","0.28"
"toasty-sweep-26","1wrbwr4p","finished","-","tabchen","","2022-09-13T19:20:35.000Z","2120","31xks6k8","32","6","0","0.00002","256","en_deberta_large","model/task1/cv5","2","0.7667","0.7816","0.7545","0.8358","0.7752","0.8386","0","0.4148","0","0","0.3124","0","0","0.6171","0","0.7600507437260232","0.7836586938343119","pred","model/task1/cv5/36cdadf5-0140-41dd-8793-42bde58a17e8/en_deberta_large","1.1748507437260232","1.2232586938343115","0.35","0.35"
"cool-sweep-25","lt9lhzb6","finished","-","tabchen","","2022-09-13T19:07:28.000Z","2484","31xks6k8","32","6","0","0.00002","256","en_deberta_v3_large","model/task1/cv5","1","0.7607","0.7554","0.7593","0.835","0.7841","0.8432","0.027","0.3749","0.0924","0.4286","0.2993","0.7027","0.014","0.5014","0.0494","0.7727243519831726","0.7402595108173182","pred","model/task1/cv5/ba80bd2f-af16-4ef0-8c66-f96c641ce7d0/en_deberta_v3_large","1.1476243519831726","1.1800595108173182","0.19","0.19"
"floral-sweep-24","9hq4i1b2","finished","-","tabchen","","2022-09-13T18:55:03.000Z","2004","31xks6k8","32","10","0","0.00001","256","en_deberta_v3_large","model/task1/cv5","2","0.7866","0.7839","0.7713","0.8358","0.8438","0.8386","0","0.3877","0","0","0.3927","0","0","0.3829","0","0.8242716122066746","0.8006484452262828","pred","model/task1/cv5/b5fbd72d-8e2e-4246-9617-07c4388f77a1/en_deberta_v3_large","1.2119716122066746","1.2217484452262828","0.26","0.26"
"solar-sweep-23","1wrbwr4p","finished","-","tabchen","","2022-09-13T18:20:02.000Z","3626","31xks6k8","32","2","0","0.000001","256","en_deberta_large","model/task1/cv5","10","0.7845","0.778","0.7876","0.8136","0.7933","0.8361","0.3107","0.4113","0.3747","0.3957","0.3253","0.4878","0.2558","0.5592","0.3042","0.7828956206533804","0.825591456675255","pred","model/task1/cv5/037e7af9-d8b4-4de2-a276-1bee8194f655/en_deberta_large","1.1941956206533804","1.283391456675255","0.31","0.31"
"deft-sweep-22","9hq4i1b2","finished","-","tabchen","","2022-09-13T18:11:17.000Z","2618","31xks6k8","32","1","0","0.000005","256","en_deberta_large","model/task1/cv5","2","0.797","0.7986","0.7704","0.8358","0.7812","0.8413","0.0092","0.4247","0.0479","0.5","0.3215","0.7647","0.0047","0.6253","0.0247","0.773023142376454","0.8111047132075782","pred","model/task1/cv5/ba05dcdd-b226-439c-a271-81a7b23eb44f/en_deberta_large","1.197723142376454","1.2323047132075782","0.19","0.19"
"swept-sweep-21","lt9lhzb6","finished","-","tabchen","","2022-09-13T18:02:30.000Z","3889","31xks6k8","32","2","0","0.00002","256","en_deberta_v3_large","model/task1/cv5","10","0.5256","0.5042","0.5011","0.8358","0.8709","0.8386","0","0","0","0","0","0","0","0","0","0.8575060702312525","0.8703580628786693","pred","model/task1/cv5/b2c308ca-fd88-4a1e-a22c-4a9e278a52fa/en_deberta_v3_large","0.8575060702312525","0.8703580628786693","0.55","0.55"
"firm-sweep-20","1wrbwr4p","finished","-","tabchen","","2022-09-13T17:38:46.000Z","2469","31xks6k8","32","2","0","0.000005","256","en_deberta_v3_large","model/task1/cv5","4","0.7883","0.8025","0.7827","0.835","0.8115","0.8392","0","0.4397","0.0113","0","0.3568","0.75","0","0.573","0.0057","0.7973645310116914","0.8279017225387953","pred","model/task1/cv5/10d34a0d-01f1-4a79-9896-ac1975bdc473/en_deberta_v3_large","1.2370645310116912","1.2861017225387954","0.24","0.24"
"smart-sweep-19","9hq4i1b2","finished","-","tabchen","","2022-09-13T17:14:16.000Z","3412","31xks6k8","32","4","0","0.00002","256","en_deberta_v3_large","model/task1/cv5","1","0.6659","0.6191","0.6221","0.8358","0.8709","0.8386","0","0","0","0","0","0","0","0","0","0.8575060702312525","0.8703580628786693","pred","model/task1/cv5/3dbecbd3-eeca-4146-8fb8-1b4ae0a0efe9/en_deberta_v3_large","0.8575060702312525","0.8703580628786693","0.55","0.55"
"daily-sweep-18","lt9lhzb6","finished","-","tabchen","","2022-09-13T17:10:08.000Z","3133","31xks6k8","32","6","0","0.000005","256","en_deberta_large","model/task1/cv5","6","0.7986","0.7801","0.7878","0.8403","0.783","0.8441","0.1606","0.4146","0.2062","0.5882","0.3181","0.5789","0.093","0.595","0.1255","0.7751097780006101","0.8166718294695727","pred","model/task1/cv5/a8fe4ed3-03b8-4050-bb42-2cea3df8b388/en_deberta_large","1.18970977800061","1.2800718294695728","0.22","0.22"
"icy-sweep-17","9hq4i1b2","finished","-","tabchen","","2022-09-13T16:40:40.000Z","2011","31xks6k8","32","2","0","0.00001","256","en_deberta_v3_large","model/task1/cv5","10","0.7793","0.7804","0.7713","0.8358","0.8051","0.8386","0","0.4133","0","0","0.338","0","0","0.5317","0","0.7931610091691378","0.8271237022073191","pred","model/task1/cv5/47723f4a-d9cf-457d-a66b-59c664597e0f/en_deberta_v3_large","1.206461009169138","1.2653237022073192","0.22","0.22"
"comic-sweep-16","1wrbwr4p","finished","-","tabchen","","2022-09-13T16:38:13.000Z","3624","31xks6k8","32","10","0","0.00002","256","en_deberta_large","model/task1/cv5","4","0.6927","0.6246","0.6155","0.8358","0.8709","0.8386","0","0","0","0","0","0","0","0","0","0.8575060702312525","0.8703580628786693","pred","model/task1/cv5/d2d893ed-b5c1-454d-82b5-c30785275fea/en_deberta_large","0.8575060702312525","0.8703580628786693","0.55","0.55"
"lemon-sweep-15","lt9lhzb6","finished","-","tabchen","","2022-09-13T16:28:51.000Z","2472","31xks6k8","32","1","0","0.000005","256","en_deberta_v3_large","model/task1/cv5","2","0.7852","0.7821","0.7722","0.8358","0.7631","0.8386","0","0.4106","0","0","0.3025","0","0","0.6391","0","0.7573302053794921","0.7774118178812494","pred","model/task1/cv5/0ebe28e1-e4b3-46f0-a4ae-243607b374d9/en_deberta_v3_large","1.1679302053794922","1.2260118178812494","0.22","0.22"
"autumn-sweep-14","9hq4i1b2","finished","-","tabchen","","2022-09-13T15:59:13.000Z","2479","31xks6k8","32","1","0","0.000005","256","en_deberta_v3_large","model/task1/cv5","1","0.7894","0.7762","0.77","0.8365","0.8517","0.8392","0.0093","0.3349","0.0076","1","0.3977","1","0.0047","0.2893","0.0038","0.8348404262852752","0.8082705467150421","pred","model/task1/cv5/4fd81163-1fe5-40c2-aacb-1938696d09e8/en_deberta_v3_large","1.169740426285275","1.207070546715042","0.26","0.26"
"wild-sweep-13","1wrbwr4p","finished","-","tabchen","","2022-09-13T15:56:46.000Z","2476","31xks6k8","32","6","0","0.00001","256","en_deberta_v3_large","model/task1/cv5","4","0.8063","0.8043","0.7905","0.8358","0.836","0.8392","0","0.4633","0.0076","0","0.4012","1","0","0.5482","0.0038","0.8232506471106683","0.8272791425349736","pred","model/task1/cv5/e991c3ca-947a-417e-a4fb-78660c3927dc/en_deberta_v3_large","1.2865506471106682","1.2672791425349736","0.26","0.26"
"stellar-sweep-12","lt9lhzb6","finished","-","tabchen","","2022-09-13T15:31:58.000Z","3408","31xks6k8","32","4","0","0.000001","256","en_deberta_v3_large","model/task1/cv5","1","0.7785","0.7741","0.7614","0.8235","0.8634","0.8364","0.1217","0.2615","0.1762","0.3333","0.4331","0.4711","0.0744","0.1873","0.1084","0.8404583250821654","0.776327556251064","pred","model/task1/cv5/41072583-8d06-4dc0-8ed1-f31c06918926/en_deberta_v3_large","1.1019583250821654","1.191527556251064","0.34","0.34"
